周,No,病院ID,有効,"接種日
※インポート時紐付け不要","接種（予約）開始時間
※インポート時紐付け不要","接種（予約）終了時間
※インポート時紐付け不要","昼休み開始時間
※インポート時紐付け不要","昼休み終了時間
※インポート時紐付け不要",予約枠あたりの時間（分）,予約枠あたりの接種者数,予約枠あたりの優先接種者数,予約開始までの日数,予約終了までの日数,予約変更までの日数,外部ID,開始時,終了時,昼休み開始,昼休み終了
6,11,モデルナ10/9～10/31_総合保健福祉センター,TRUE,2021-10-24,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_総合保健福祉センター/2021-10-24,2021-10-24T10:10:00.000+9,2021-10-24T15:30:00.000+9,2021-10-24T11:50:00.000+9,2021-10-24T13:50:00.000+9
6,12,モデルナ10/9～10/31_総合保健福祉センター,TRUE,2021-10-31,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_総合保健福祉センター/2021-10-31,2021-10-31T10:10:00.000+9,2021-10-31T15:30:00.000+9,2021-10-31T11:50:00.000+9,2021-10-31T13:50:00.000+9
6,13,モデルナ10/9～10/31_総合保健福祉センター,TRUE,2021-11-07,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_総合保健福祉センター/2021-11-07,2021-11-07T10:10:00.000+9,2021-11-07T15:30:00.000+9,2021-11-07T11:50:00.000+9,2021-11-07T13:50:00.000+9
6,14,モデルナ10/9～10/31_総合保健福祉センター,TRUE,2021-11-14,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_総合保健福祉センター/2021-11-14,2021-11-14T10:10:00.000+9,2021-11-14T15:30:00.000+9,2021-11-14T11:50:00.000+9,2021-11-14T13:50:00.000+9
6,15,モデルナ10/9～10/31_総合保健福祉センター,TRUE,2021-11-21,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_総合保健福祉センター/2021-11-21,2021-11-21T10:10:00.000+9,2021-11-21T15:30:00.000+9,2021-11-21T11:50:00.000+9,2021-11-21T13:50:00.000+9
6,16,モデルナ10/9～10/31_総合保健福祉センター,TRUE,2021-11-28,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_総合保健福祉センター/2021-11-28,2021-11-28T10:10:00.000+9,2021-11-28T15:30:00.000+9,2021-11-28T11:50:00.000+9,2021-11-28T13:50:00.000+9
6,17,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-10-09,13:20,16:40,,,10,5,1,120,3,3,モデルナ10/9～10/31_東生涯学習センター/2021-10-09,2021-10-09T13:20:00.000+9,2021-10-09T16:40:00.000+9,2021-10-09T00:00:00.000+9,2021-10-09T00:00:00.000+9
6,18,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-10-16,13:20,16:40,,,10,5,1,120,3,3,モデルナ10/9～10/31_東生涯学習センター/2021-10-16,2021-10-16T13:20:00.000+9,2021-10-16T16:40:00.000+9,2021-10-16T00:00:00.000+9,2021-10-16T00:00:00.000+9
6,19,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-10-23,13:20,16:40,,,10,5,1,120,3,3,モデルナ10/9～10/31_東生涯学習センター/2021-10-23,2021-10-23T13:20:00.000+9,2021-10-23T16:40:00.000+9,2021-10-23T00:00:00.000+9,2021-10-23T00:00:00.000+9
6,20,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-10-30,13:20,16:40,,,10,5,1,120,3,3,モデルナ10/9～10/31_東生涯学習センター/2021-10-30,2021-10-30T13:20:00.000+9,2021-10-30T16:40:00.000+9,2021-10-30T00:00:00.000+9,2021-10-30T00:00:00.000+9
6,21,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-11-06,13:20,16:40,,,10,5,1,0,0,0,モデルナ10/9～10/31_東生涯学習センター/2021-11-06,2021-11-06T13:20:00.000+9,2021-11-06T16:40:00.000+9,2021-11-06T00:00:00.000+9,2021-11-06T00:00:00.000+9
6,22,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-11-13,13:20,16:40,,,10,5,1,0,0,0,モデルナ10/9～10/31_東生涯学習センター/2021-11-13,2021-11-13T13:20:00.000+9,2021-11-13T16:40:00.000+9,2021-11-13T00:00:00.000+9,2021-11-13T00:00:00.000+9
6,23,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-11-20,13:20,16:40,,,10,5,1,0,0,0,モデルナ10/9～10/31_東生涯学習センター/2021-11-20,2021-11-20T13:20:00.000+9,2021-11-20T16:40:00.000+9,2021-11-20T00:00:00.000+9,2021-11-20T00:00:00.000+9
6,24,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-11-27,13:20,16:40,,,10,5,1,0,0,0,モデルナ10/9～10/31_東生涯学習センター/2021-11-27,2021-11-27T13:20:00.000+9,2021-11-27T16:40:00.000+9,2021-11-27T00:00:00.000+9,2021-11-27T00:00:00.000+9
6,25,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-10-10,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_東生涯学習センター/2021-10-10,2021-10-10T10:10:00.000+9,2021-10-10T15:30:00.000+9,2021-10-10T11:50:00.000+9,2021-10-10T13:50:00.000+9
6,26,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-10-17,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_東生涯学習センター/2021-10-17,2021-10-17T10:10:00.000+9,2021-10-17T15:30:00.000+9,2021-10-17T11:50:00.000+9,2021-10-17T13:50:00.000+9
6,27,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-10-24,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_東生涯学習センター/2021-10-24,2021-10-24T10:10:00.000+9,2021-10-24T15:30:00.000+9,2021-10-24T11:50:00.000+9,2021-10-24T13:50:00.000+9
6,28,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-10-31,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_東生涯学習センター/2021-10-31,2021-10-31T10:10:00.000+9,2021-10-31T15:30:00.000+9,2021-10-31T11:50:00.000+9,2021-10-31T13:50:00.000+9
6,29,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-11-07,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_東生涯学習センター/2021-11-07,2021-11-07T10:10:00.000+9,2021-11-07T15:30:00.000+9,2021-11-07T11:50:00.000+9,2021-11-07T13:50:00.000+9
6,30,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-11-14,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_東生涯学習センター/2021-11-14,2021-11-14T10:10:00.000+9,2021-11-14T15:30:00.000+9,2021-11-14T11:50:00.000+9,2021-11-14T13:50:00.000+9
6,31,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-11-21,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_東生涯学習センター/2021-11-21,2021-11-21T10:10:00.000+9,2021-11-21T15:30:00.000+9,2021-11-21T11:50:00.000+9,2021-11-21T13:50:00.000+9
6,32,モデルナ10/9～10/31_東生涯学習センター,TRUE,2021-11-28,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_東生涯学習センター/2021-11-28,2021-11-28T10:10:00.000+9,2021-11-28T15:30:00.000+9,2021-11-28T11:50:00.000+9,2021-11-28T13:50:00.000+9
6,33,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-10-09,13:20,16:40,,,10,5,1,120,3,3,モデルナ10/9～10/31_西南生涯学習センター/2021-10-09,2021-10-09T13:20:00.000+9,2021-10-09T16:40:00.000+9,2021-10-09T00:00:00.000+9,2021-10-09T00:00:00.000+9
6,34,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-10-16,13:20,16:40,,,10,5,1,120,3,3,モデルナ10/9～10/31_西南生涯学習センター/2021-10-16,2021-10-16T13:20:00.000+9,2021-10-16T16:40:00.000+9,2021-10-16T00:00:00.000+9,2021-10-16T00:00:00.000+9
6,35,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-10-23,13:20,16:40,,,10,5,1,120,3,3,モデルナ10/9～10/31_西南生涯学習センター/2021-10-23,2021-10-23T13:20:00.000+9,2021-10-23T16:40:00.000+9,2021-10-23T00:00:00.000+9,2021-10-23T00:00:00.000+9
6,36,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-10-30,13:20,16:40,,,10,5,1,120,3,3,モデルナ10/9～10/31_西南生涯学習センター/2021-10-30,2021-10-30T13:20:00.000+9,2021-10-30T16:40:00.000+9,2021-10-30T00:00:00.000+9,2021-10-30T00:00:00.000+9
6,37,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-11-06,13:20,16:40,,,10,5,1,0,0,0,モデルナ10/9～10/31_西南生涯学習センター/2021-11-06,2021-11-06T13:20:00.000+9,2021-11-06T16:40:00.000+9,2021-11-06T00:00:00.000+9,2021-11-06T00:00:00.000+9
6,38,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-11-13,13:20,16:40,,,10,5,1,0,0,0,モデルナ10/9～10/31_西南生涯学習センター/2021-11-13,2021-11-13T13:20:00.000+9,2021-11-13T16:40:00.000+9,2021-11-13T00:00:00.000+9,2021-11-13T00:00:00.000+9
6,39,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-11-20,13:20,16:40,,,10,5,1,0,0,0,モデルナ10/9～10/31_西南生涯学習センター/2021-11-20,2021-11-20T13:20:00.000+9,2021-11-20T16:40:00.000+9,2021-11-20T00:00:00.000+9,2021-11-20T00:00:00.000+9
6,40,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-11-27,13:20,16:40,,,10,5,1,0,0,0,モデルナ10/9～10/31_西南生涯学習センター/2021-11-27,2021-11-27T13:20:00.000+9,2021-11-27T16:40:00.000+9,2021-11-27T00:00:00.000+9,2021-11-27T00:00:00.000+9
6,41,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-10-10,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_西南生涯学習センター/2021-10-10,2021-10-10T10:10:00.000+9,2021-10-10T15:30:00.000+9,2021-10-10T11:50:00.000+9,2021-10-10T13:50:00.000+9
6,42,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-10-17,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_西南生涯学習センター/2021-10-17,2021-10-17T10:10:00.000+9,2021-10-17T15:30:00.000+9,2021-10-17T11:50:00.000+9,2021-10-17T13:50:00.000+9
6,43,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-10-24,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_西南生涯学習センター/2021-10-24,2021-10-24T10:10:00.000+9,2021-10-24T15:30:00.000+9,2021-10-24T11:50:00.000+9,2021-10-24T13:50:00.000+9
6,44,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-10-31,10:10,15:30,11:50,13:50,10,5,1,120,3,3,モデルナ10/9～10/31_西南生涯学習センター/2021-10-31,2021-10-31T10:10:00.000+9,2021-10-31T15:30:00.000+9,2021-10-31T11:50:00.000+9,2021-10-31T13:50:00.000+9
6,45,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-11-07,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_西南生涯学習センター/2021-11-07,2021-11-07T10:10:00.000+9,2021-11-07T15:30:00.000+9,2021-11-07T11:50:00.000+9,2021-11-07T13:50:00.000+9
6,46,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-11-14,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_西南生涯学習センター/2021-11-14,2021-11-14T10:10:00.000+9,2021-11-14T15:30:00.000+9,2021-11-14T11:50:00.000+9,2021-11-14T13:50:00.000+9
6,47,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-11-21,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_西南生涯学習センター/2021-11-21,2021-11-21T10:10:00.000+9,2021-11-21T15:30:00.000+9,2021-11-21T11:50:00.000+9,2021-11-21T13:50:00.000+9
6,48,モデルナ10/9～10/31_西南生涯学習センター,TRUE,2021-11-28,10:10,15:30,11:50,13:50,10,5,1,0,0,0,モデルナ10/9～10/31_西南生涯学習センター/2021-11-28,2021-11-28T10:10:00.000+9,2021-11-28T15:30:00.000+9,2021-11-28T11:50:00.000+9,2021-11-28T13:50:00.000+9
